v_gene,j_gene,cdr3_length,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81
IGHV0-6IP5,IGHJ0-32C2,45,1.0032002086656434e-05,0.0001504800312998,0.0006922081439792,0.0025046565209685,0.0060125132506027,0.0120517785067699,0.0215119564744869,0.0375899118187016,0.0638001892704393,0.1056269499704056,0.1675946268596824,0.2526760365566156,0.3603762669582635,0.4815661961657688,0.6044983497356567,0.7173851252161061,0.8115321207986811,0.8817996074143184,0.9307658095992885,0.96281471226546,0.9817718522085452,0.991890798313286,0.9966426233016658,0.9987727517447323,0.9996522239276624,0.9998796159749602,0.9999431519881756,0.9999866239972178,0.999993311998609,0.9999966559993044,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
IGHV0-6IP5,IGHJ0-32C2,48,4.347200904217788e-05,0.0003444320716418,0.0014379202990874,0.0039191688151871,0.0086375537966111,0.0158204672906571,0.0256785813411449,0.0383456559758964,0.0556542035760743,0.0810485448580973,0.1179094645251686,0.1707647395190658,0.2411626421618296,0.3280598442364476,0.4276341529479038,0.5356988794253669,0.644786870115669,0.7454479790531797,0.8299776286353469,0.8937544099009173,0.938818163274178,0.9675631932531442,0.984082556689172,0.993011038546296,0.9971007513969564,0.9985252956932614,0.9992643198469784,0.9996622559297492,0.9998327999652225,0.9999464959888712,0.9999799359958268,0.999993311998609,0.9999966559993044,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
IGHV0-6IP5,IGHJ0-32C2,51,2.3408004868865013e-05,0.0002441120507753,0.0012339362566587,0.0036616807616295,0.0085907377868734,0.0164391074193343,0.0266015255331173,0.0386432720378005,0.0528753389980705,0.069775918513391,0.0923512672090635,0.1233835936637874,0.1662704025842437,0.2229244623682881,0.2928207649067191,0.3725985895005066,0.461411903973676,0.5554050755242557,0.650565303317583,0.7417093862755523,0.8223800590550523,0.8862404403380116,0.9326919539999264,0.9626909842397248,0.9806549559762308,0.9907672140795806,0.9959504151576865,0.998521951692566,0.9994950558949716,0.9998829599756556,0.9999531839902625,0.9999832799965224,0.9999966559993044,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
IGHV0-6IP5,IGHJ0-32C2,54,0.0,5.350401112883432e-05,0.0003611520751196,0.0015415843206495,0.0046481609668174,0.0112191223335774,0.020749524315901,0.0334600709596947,0.0482974020458596,0.0643619813872921,0.0805369127516778,0.0999287727851847,0.1246108419190551,0.1589972010714178,0.2048702026130021,0.2616312704193043,0.3284644683206094,0.4029152998063823,0.4829974284634651,0.5696337984838301,0.65902562507733,0.7464745872667141,0.8253194356664425,0.8890895289306221,0.9363469467601648,0.9669278331209892,0.9845507167865492,0.993713278692362,0.9976759195165912,0.9992108158358496,0.9997625759506158,0.9999431519881756,0.9999866239972178,0.9999966559993044,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
IGHV0-6IP5,IGHJ0-32C2,57,0.0,6.68800139110429e-06,0.0001304160271265,0.0007289921516303,0.0021468484465444,0.0056212651692231,0.0114933303906127,0.019980404155924,0.0322060706988627,0.0462475296194861,0.0616466528225037,0.078079072240447,0.0956818919018335,0.118287336603766,0.1484234708720819,0.1891935273522537,0.2420588343482375,0.305671759579726,0.3778821105994789,0.4568841270318984,0.5416679206669275,0.6313941473299827,0.7199666937530723,0.8010085506097786,0.8701624849937968,0.923368880060727,0.9585644873814134,0.9792538196847944,0.9907203980698428,0.9959035991479488,0.9984416956758728,0.9994014238754962,0.9997726079527024,0.9999498399895668,0.9999899679979132,0.9999966559993044,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
IGHV0-6IP5,IGHJ0-32C2,60,0.0,1.0032002086656434e-05,4.012800834662574e-05,0.0002374240493842,0.0009363201947546,0.0028156485856549,0.0069421454439662,0.0144761790110452,0.0256585173369716,0.0406195764488719,0.0580786040803496,0.0761127998314623,0.0930702273586073,0.1095929347953304,0.1263530662814378,0.1469353905625612,0.1746772203328618,0.2124008921793855,0.2586216697933073,0.3117110248358931,0.3714917252702789,0.4350979625003762,0.5053587611146223,0.5837287614155824,0.6660012105282518,0.7483171316499634,0.8239651153847439,0.8873339285654572,0.9343004183344872,0.965653768855984,0.9839153566543942,0.99342903863324,0.9976324475075492,0.9993044478553252,0.999872927973569,0.9999665599930444,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
IGHV0-6IP5,IGHJ0-32C2,63,0.0,0.0,3.344000695552145e-06,4.012800834662574e-05,0.0002240480466019,0.0007156161488481,0.0018458883839447,0.0042602568861334,0.008406817748618,0.0147470430673849,0.0236153329119892,0.0342893831321916,0.0463846336480038,0.0590784602883197,0.0716886869112468,0.084268817527914,0.0976648843142959,0.115113879943687,0.1385586688202031,0.1702832034189063,0.2101436917098878,0.2593573499463288,0.3167103058757436,0.3823797915349966,0.4576565911925709,0.5397651842711583,0.626187538247008,0.713054644315366,0.7939627411442501,0.8626251074260223,0.9150958223399308,0.9522409820661242,0.9758462829760268,0.9886437736379048,0.9952314550081428,0.998231023632053,0.9994382078831472,0.9998461759680044,0.9999632159923488,0.9999966559993044,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
IGHV0-6IP5,IGHJ0-32C2,66,0.0,0.0,3.344000695552145e-06,1.337600278220858e-05,3.67840076510736e-05,0.0001003200208665,0.0003310560688596,0.0008928481857124,0.0019829924124624,0.0040729928471825,0.0077346736088121,0.013312466768993,0.0206023882852967,0.0294740221305966,0.039760168270115,0.0505077865056195,0.0617503168440659,0.0734777272833672,0.0873620181712997,0.1058275900121387,0.1304829071404447,0.1631036339255558,0.2054420267319415,0.2575148055630795,0.3181916981838732,0.389134672940012,0.4694040656360456,0.5567159237969121,0.6463786144467518,0.7338677046444827,0.8124149369823069,0.8766899743515145,0.9253217764669296,0.9580595432763848,0.9782038034663912,0.989703821858395,0.9956227030895224,0.9983380316543106,0.9994683038894072,0.999866239972178,0.9999632159923488,0.9999966559993044,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
IGHV0-6IP5,IGHJ0-32C2,69,0.0,0.0,0.0,3.3290721210184298e-06,1.331628848407372e-05,7.323958666240546e-05,0.0001664536060509,0.0003562107169489,0.0008189517417705,0.0017444337914136,0.0031692766592095,0.0055395760093746,0.0089984819431128,0.0135060455949717,0.0192187333546393,0.0255273250239693,0.0330177372962607,0.0406080217321828,0.0490505486310855,0.0580889794396505,0.0693878502183871,0.0837128475551294,0.1031712741024821,0.1287585224246298,0.1627716522850751,0.2063425482049643,0.2601403536806221,0.3241650687120486,0.399741664003409,0.4857881911153723,0.5761791573452647,0.6664835677000106,0.7511618461702355,0.8252370299350166,0.8836655747310109,0.9278689943538936,0.9578406306594226,0.9766465590710556,0.9874260945989134,0.9932519708106956,0.996411260253542,0.9980624800255672,0.9988514701182486,0.999257616917013,0.9995472461915416,0.9997270160860764,0.99983687546607,0.9999467348460636,0.9999766964951528,0.999993341855758,0.9999966709278788,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
IGHV0-6IP5,IGHJ0-32C2,72,0.0,0.0,0.0,0.0,0.0,3.3290721210184298e-06,1.331628848407372e-05,2.996164908916587e-05,0.0001032012357515,0.0002330350484712,0.0005959039096622,0.0011751624587195,0.002183871311388,0.0039050015979546,0.0062553265153936,0.0095610951315649,0.0137890167252583,0.0185129700649834,0.0236330829871098,0.0293224672419303,0.0352648609779482,0.0424123788217747,0.0509980558218813,0.0626098593799936,0.0783363960796846,0.0993961063172472,0.1279295834664962,0.1653716576115904,0.2139461489293704,0.2732402524768296,0.3437733035048471,0.4255186694364547,0.5143116810482583,0.6057779375732396,0.6935555821881326,0.7733767444337915,0.8414829018855864,0.8959099019921167,0.93602855012251,0.9628242516245872,0.980152072014488,0.9898130393096836,0.9950629860445296,0.9977795088952808,0.9990212527964206,0.9995272717588154,0.9997603068072868,0.9998868115478854,0.9999500639181848,0.9999766964951528,0.9999966709278788,0.9999966709278788,0.9999966709278788,0.9999966709278788,0.9999966709278788,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
IGHV0-6IP5,IGHJ0-32C2,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.409264504854916e-05,6.102439490310131e-05,0.0002261850283785,0.0006013297478597,0.0011637609864819,0.0023544764915548,0.0042718625510936,0.0067189281535568,0.0102083179909724,0.0142328750945449,0.019060803460691,0.0244109901674211,0.0299959230325321,0.0353528280594819,0.0419367547058459,0.048935470905825,0.057762101253018,0.0692951273549971,0.0850471994974813,0.1054027636834544,0.1323850601658036,0.1693418966758878,0.2173879033091657,0.2772331761598235,0.3485003511078338,0.4302909736216915,0.5187911860832618,0.6105565241411468,0.6984099555865225,0.7763937364371042,0.8435486833068948,0.8968104981802704,0.93431511586523,0.9602567703666942,0.9766624679222322,0.9865234835423408,0.9920690001385178,0.9951012886505288,0.9971783510550468,0.9982789389922236,0.9988495817244152,0.9993073958871104,0.99971349328432,0.9999154441297088,0.9999718147099028,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
IGHV0-6IP5,IGHJ0-32C2,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.101049868766404e-05,4.101049868766404e-05,4.101049868766404e-05,0.0002165789086138,0.0004446842324031,0.000965417507267,0.0015412434758214,0.0025207431780914,0.0037855791830149,0.0053417652490991,0.0076912329852519,0.0102717629220349,0.013248716747705,0.016077849058801,0.0197608937962765,0.0245101532983983,0.0303824992506097,0.0380463282362901,0.0489819190874812,0.065057237772407,0.0878112894768898,0.1188055226433986,0.1596318878579609,0.2102011814879179,0.2760575146792496,0.3539573153624034,0.4378191757405782,0.5331113341399757,0.6214636613219306,0.7083101428652578,0.7836501270694437,0.8445376559648873,0.8949035998753021,0.9302942005192968,0.9551191160026278,0.9726513934700484,0.9824002684344056,0.9887676136405248,0.993267811470087,0.9961041936260114,0.9979333291843138,0.9988261138242076,0.9994860990753108,0.9997026779839244,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
IGHV0-6IP5,IGHJ0-32C2,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001420858198351,0.0003889079844655,0.0003889079844655,0.0007924311115986,0.0012860754408594,0.0020785065524581,0.0027288518442216,0.0036260193006155,0.0048512038246824,0.0080607141042274,0.0107100002941365,0.0127503502621745,0.0152697294168057,0.0199114605518977,0.0271765000770361,0.0386375314308607,0.0556106674489465,0.0760847974665723,0.1105279723294648,0.1519341354257095,0.2052519629403628,0.2731144726239846,0.3566364388422336,0.4410101218880955,0.5404822122336048,0.6286434882588056,0.7227398709163064,0.8002625810880023,0.8636286949358455,0.9101864929178106,0.9444916385497264,0.9699639219101084,0.984848808949289,0.9937604147357852,0.9965517867455296,0.9977477409842612,0.9989355760332882,0.9995964768728668,0.9998579141801648,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
IGHV0-W52N,IGHJ0-32C2,15,0.0059551629122047,0.0332641426543614,0.1007664042913157,0.213966921330293,0.3712197092463456,0.5406992585791999,0.6916405333286363,0.8054179362205521,0.8801132039055203,0.9333200891927652,0.9666623893217884,0.986401066900391,0.995756403729611,0.999109729863134,0.99987012987013,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
IGHV0-W52N,IGHJ0-32C2,18,0.0051230090655858,0.0265680855261617,0.0713509428409961,0.1402172931651969,0.235417648966871,0.3587109546118786,0.4996438639259237,0.6440645659654297,0.7725076326815876,0.8711456211982892,0.9361931227281696,0.97156596208572,0.989412893797882,0.9966860953107078,0.9994214878796694,0.9999297759853936,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
IGHV0-W52N,IGHJ0-32C2,21,0.0186795878853542,0.0748420795671525,0.1799072374207053,0.3201980986012045,0.4679494253334804,0.591944971124554,0.6922348959848583,0.77888129800731,0.8501419528295262,0.90285677979421,0.9420551559474724,0.9701380737887194,0.9862528131405852,0.9944723668502524,0.9980036315847554,0.9993412318629762,0.9998394879666136,0.9999598719916536,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
IGHV0-W52N,IGHJ0-32C2,24,0.0094468019649348,0.0587273402152867,0.1797734773928833,0.350531528910558,0.5181595957771958,0.6559023284276844,0.7594927819744987,0.8350203816842394,0.8874877525974525,0.9257029925462223,0.953692278367994,0.9716294980989356,0.9829790364596396,0.9906903020635828,0.9955725430790888,0.998103951605622,0.9993813598713228,0.9997926719568758,0.9999498399895668,0.9999966559993044,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
